,AAPL,MSFT,GOOGL,AMZN,TSLA
2024-06-21,206.7966730914,447.1874825691,178.9685962631,189.08,183.01
2024-06-24,207.4445011193,445.0896445412,178.560105897,185.57,182.58
2024-06-25,208.3713935284,448.3507387268,183.3523953143,186.34,187.35
2024-06-26,212.5374260771,449.5537643258,183.2029476194,193.61,196.37
2024-06-27,213.3845858059,450.239787188,184.7273141076,197.85,197.42
2024-06-28,209.9162142103,444.373794598,181.4793175379,193.25,197.88
2024-07-01,216.0257308427,454.097422993,182.3162246295,197.2,209.86
2024-07-02,219.5339687784,456.6327248752,184.5579400533,200.0,231.26
2024-07-03,220.8096916641,458.1141365632,185.1358044737,197.59,246.39
2024-07-05,225.5836859005,464.8649992219,189.898204352,200.0,251.52
2024-07-08,227.0587404871,463.5526076594,188.3339851451,199.29,252.94
2024-07-09,227.915866801,456.8912262435,188.2841692468,199.34,262.33
2024-07-10,232.2014983702,463.5625500197,190.4760687724,199.79,263.26
2024-07-11,226.809575861,452.0791238476,184.8867249822,195.05,241.03
2024-07-12,229.7696516193,450.9357524106,184.3885659991,194.49,248.23
2024-07-15,233.6167534465,451.3433891838,185.8431902297,192.72,252.64
2024-07-16,234.0353500184,446.9289812008,183.242800338,193.02,256.56
2024-07-17,228.1151985019,440.9635650075,180.3534782361,187.93,248.5
2024-07-18,223.4309035309,437.831721506,177.0357394088,183.75,249.23
2024-07-19,223.5604691365,434.590512041,177.0058498698,183.13,239.2
2024-07-22,223.2116386599,440.3869081088,181.0010849141,182.55,251.51
2024-07-23,224.2581300896,442.2858989303,181.1206430701,186.41,246.38
2024-07-24,217.8097495657,426.4278342165,171.9943704999,180.83,215.99
2024-07-25,216.763258136,415.9883558783,166.6640693809,179.85,220.25
2024-07-26,217.2316876331,422.8187574196,166.3851003504,182.5,219.8
2024-07-29,217.5107520144,424.2703420266,168.9057848048,183.2,232.1
2024-07-30,218.0688807769,420.4823027439,169.6629864591,181.71,222.62
2024-07-31,221.3379206715,415.9386440767,170.9083839168,186.98,232.07
2024-08-01,217.6303510349,414.7057913967,170.1312559032,184.07,216.86
2024-08-02,219.1253387916,406.135476799,166.0463522419,167.9,207.67
2024-08-05,208.5707252293,392.8723681293,158.6636361126,161.02,198.88
2024-08-06,206.5375418802,397.306660833,157.7071708651,161.93,200.64
2024-08-07,209.1188874068,396.133462315,158.3547775431,162.77,191.76
2024-08-08,212.5972255873,400.3689078122,161.4334000585,165.8,198.84
2024-08-09,215.5174350054,403.6797137995,163.0673615231,166.94,200.0
2024-08-12,217.0522891023,404.4651602649,161.6924427297,166.8,197.49
2024-08-13,220.7840758041,411.6236596969,163.5555573265,170.23,207.83
2024-08-14,221.233087573,414.4572323887,159.7795122347,170.1,201.38
2024-08-15,224.2264993659,419.3488736672,160.7060879432,177.59,214.14
2024-08-16,225.5535785941,416.7990954647,162.3599757671,177.06,216.12
2024-08-19,225.3939299651,419.8468772223,166.0563154216,178.22,222.72
2024-08-20,226.0125684023,423.1038204731,166.5644375843,178.88,221.1
2024-08-21,225.9028099699,422.4464557803,165.2393346893,180.11,223.27
2024-08-22,224.036916619,413.8907547025,163.1968828587,176.13,210.66
2024-08-23,226.3418436996,415.1258035193,165.0101815571,177.04,220.32
2024-08-26,226.6810970361,411.8389800552,165.5481932588,175.5,213.21
2024-08-27,227.5292303774,412.1875825438,164.0736426689,173.12,209.21
2024-08-28,225.9926123237,408.9605195063,162.2503807908,170.8,205.75
2024-08-29,229.2853652959,411.4704574244,161.184320567,172.12,206.28
2024-08-30,228.4971001904,415.4744060079,162.7784293129,178.5,214.11
2024-09-03,222.2807817005,407.8051512583,156.7805951565,176.25,210.6
2024-09-04,220.3649981531,407.2673074187,155.8739458073,173.33,219.41
2024-09-05,221.8916381675,406.7593437924,156.6610370006,177.89,230.17
2024-09-06,220.3350640352,400.0960562242,150.3643074544,171.39,210.73
2024-09-09,220.4248663889,404.1000048078,148.3617083424,175.4,216.27
2024-09-10,219.6266232442,412.5461451035,148.3118254467,179.55,226.17
2024-09-11,222.1710232681,421.3508479589,150.8059702309,184.52,228.13
2024-09-12,222.2807817005,425.2950361159,154.3277026662,187.0,229.81
2024-09-13,222.0113746392,428.870701642,157.091215087,186.49,230.29
2024-09-16,215.8449463458,429.6177069748,157.6898098352,184.89,226.78
2024-09-17,216.3139141934,433.4124940652,158.9468588065,186.88,227.87
2024-09-18,220.2053495241,429.0898232063,159.4357111842,186.43,227.2
2024-09-19,228.3673856794,436.9383592358,161.760254123,189.87,243.92
2024-09-20,227.6988570457,433.5320149184,163.2068580978,191.6,238.25
2024-09-23,225.9726562451,431.7790424042,161.4709333281,193.88,250.0
2024-09-24,226.870679783,427.4563715453,161.9099028101,193.96,254.27
2024-09-25,225.872875852,430.3846324497,161.1117764791,192.53,257.02
2024-09-26,227.0203503726,429.5878267615,162.3488722921,191.16,254.22
2024-09-27,227.289757434,426.3109633684,163.5660149468,187.97,260.46
2024-09-30,232.4883159143,428.58185958,165.4615649827,186.33,261.63
2024-10-01,225.7132272231,419.0102312496,166.5988950043,185.13,258.02
2024-10-02,226.2819754637,415.4644459368,165.4715415619,184.76,249.02
2024-10-03,225.1744131003,414.8768017417,165.4715415619,181.96,240.66
2024-10-04,226.3019315423,414.3987183288,166.6687310583,186.51,250.08
2024-10-07,221.2031534551,407.9047519693,162.5982867705,180.8,240.83
2024-10-08,225.2741934934,413.0541087298,163.9950078496,182.72,244.5
2024-10-09,229.0359143132,415.7931282832,161.4809099072,185.17,241.05
2024-10-10,228.5370123477,414.1795967645,161.7003946482,186.65,238.77
2024-10-11,227.0502844905,414.6576801774,162.8576778281,188.82,217.8
2024-10-14,230.7920492317,417.4664202286,164.5736494396,187.54,219.16
2024-10-15,233.3364492556,417.0680173845,165.0724783964,187.69,219.57
2024-10-16,231.2709951185,414.4584787554,164.7731810223,186.89,221.33
2024-10-17,231.640182573,415.0560830216,162.5484038748,187.53,220.89
2024-10-18,234.4839237762,416.4903332605,163.0372562525,188.99,220.7
2024-10-21,235.960673594,417.1078576689,163.6857338964,189.07,218.85
2024-10-22,235.3420351568,425.8029997422,164.753227864,189.7,217.97
2024-10-23,230.2532351089,422.9046190511,162.3987551878,184.71,213.65
2024-10-24,230.063652362,423.0340999754,162.338895713,186.38,260.48
2024-10-25,230.9018076641,426.4404442928,164.8829233928,187.83,269.19
2024-10-28,232.8874374867,424.8866732007,166.3295273676,188.39,262.51
2024-10-29,233.156844548,430.2252713121,169.2825947921,190.83,259.52
2024-10-30,229.5946845145,430.8029554361,174.0513996195,192.73,257.55
2024-10-31,225.4138860438,404.7274892873,170.7092456087,186.4,249.85
2024-11-01,222.4204742509,408.7314378709,170.8888240331,197.93,248.98
2024-11-04,221.522450713,406.8290642902,168.8436253101,195.78,242.84
2024-11-05,222.9592883736,409.8170856212,169.3424542669,199.5,251.44
2024-11-06,222.230891504,418.5022676234,176.0965983425,207.09,288.53
2024-11-07,226.9804382154,423.7313049527,180.3266678965,210.05,296.91
2024-11-08,226.711031154,420.8528444038,177.9322889037,208.18,321.22
2024-11-11,223.9840258885,416.3409321939,179.927604731,206.84,350.0
2024-11-12,223.9840258885,421.3408878878,181.1946302814,208.91,328.49
2024-11-13,224.8730495832,423.5022233173,178.4610475979,214.1,330.24
2024-11-14,227.9696489688,425.1854753338,175.1687764828,211.48,311.18
2024-11-15,224.7531812198,413.3429507918,172.0860135295,202.61,320.72
2024-11-18,227.7698683633,414.0999161957,174.889432267,201.7,338.74
2024-11-19,228.0295831505,416.1218106296,177.7028275835,204.61,346.0
2024-11-20,228.7487933304,413.8309942759,175.5678396483,202.88,342.03
2024-11-21,228.2693198771,412.0481415483,167.2373960691,198.38,339.64
2024-11-22,229.6178389645,416.1699203761,164.3741178568,197.12,352.56
2024-11-25,232.6145480474,417.9563572045,167.2573492274,201.45,338.59
2024-11-26,234.8021456779,427.1380436972,168.7239063605,207.86,338.23
2024-11-27,234.6722882843,422.1479966903,168.833648731,205.74,332.89
2024-11-29,237.0696555507,422.617061109,168.5543045151,207.89,345.16
2024-12-02,239.3271763932,430.1220918074,171.0883556159,210.71,357.09
2024-12-03,242.3838196577,430.3416538757,170.9387069288,213.44,351.42
2024-12-04,242.7434247477,436.5492723523,173.9616104072,218.16,357.93
2024-12-05,242.7733918385,441.7389212394,172.2356622166,220.55,369.49
2024-12-06,242.573611233,442.6870301708,174.3008140979,227.03,389.22
2024-12-09,246.4793220711,445.1321532041,175.1587999037,226.09,389.79
2024-12-10,247.4982031593,442.4475079144,184.9469976516,225.04,400.99
2024-12-11,246.2196072839,448.0962411262,195.1646775456,230.26,424.77
2024-12-12,247.6879947345,448.665106485,191.7288203769,228.97,418.1
2024-12-13,247.8578082492,446.3796649559,189.5913976034,227.46,436.23
2024-12-16,250.7646160597,450.6910655698,196.4231601132,232.93,463.02
2024-12-17,253.2019394471,453.5553525518,195.1846534594,231.15,479.86
2024-12-18,247.777896007,436.5193320702,188.1731077257,220.52,440.13
2024-12-19,249.5159872751,436.1600486857,188.2829752514,223.29,436.17
2024-12-20,254.210831505,435.7309046431,191.1794827482,224.92,421.06
2024-12-23,254.9899758666,434.3835919513,194.3956048654,225.06,430.6
2024-12-24,257.9167617376,438.4554703089,195.8738224845,229.05,462.28
2024-12-26,258.7358622203,437.2378988392,195.3644366833,227.05,454.13
2024-12-27,255.3096248355,429.6729875767,192.5278569278,223.75,431.66
2024-12-30,251.9233435717,423.9843339889,191.0096874812,221.3,417.41
2024-12-31,250.1452961825,420.6609626823,189.0720238454,219.39,403.84
2025-01-02,243.5825032909,417.7467752302,189.2018672849,220.22,379.28
2025-01-03,243.0930408074,422.5072800748,191.5590251099,224.19,410.44
2025-01-06,244.7312417727,426.998322381,196.6329072078,227.61,411.05
2025-01-07,241.9443023256,421.5292308615,195.2545691576,222.11,394.36
2025-01-08,242.4337648091,423.7148714505,193.7164237972,222.13,394.94
2025-01-10,236.5901820974,418.1160387087,191.808724032,218.94,394.74
2025-01-13,234.1428696797,416.3595421623,190.7799644728,218.46,403.31
2025-01-14,233.0240982887,414.8425678722,189.4315902932,217.76,396.36
2025-01-15,237.6090631856,425.4613879029,195.3144968989,223.35,428.22
2025-01-16,228.00960509,423.7348316385,192.6776762811,220.66,413.82
2025-01-17,229.7277182975,428.1759734747,195.7639549588,225.94,426.5
2025-01-21,222.3957700746,427.6470284919,197.8114861203,230.71,424.07
2025-01-22,223.5844646775,445.3117948964,198.1311007407,235.01,415.11
2025-01-23,223.4146511628,445.8207796911,197.7415704221,235.42,412.38
2025-01-24,222.5356164985,443.1760547774,199.9688848076,234.85,406.58
2025-01-27,229.6078499342,433.6949654643,191.5790010237,235.42,397.15
2025-01-28,237.9986353664,446.3098042978,195.0647979768,238.15,398.09
2025-01-29,239.0974286968,441.449498513,195.1746655025,237.07,389.1
2025-01-30,237.3293703379,414.1639214793,200.6280899621,234.64,400.28
2025-01-31,235.7411145239,414.2337821374,203.774296381,237.68,404.6
2025-02-03,227.759879333,410.1020232157,200.9876564099,237.42,383.68
2025-02-04,232.5446248355,411.5491368477,206.1314542061,242.06,392.21
2025-02-05,232.2149868363,412.4673054969,191.0995790932,236.17,378.17
2025-02-06,232.9641641071,414.9922692824,191.3692539291,238.83,374.32
2025-02-07,227.3802961825,408.934352216,185.1167929186,229.15,361.62
2025-02-10,227.65,411.3994354375,186.2454320467,233.14,350.73
2025-02-11,232.62,410.6209881044,185.0968170049,232.76,328.5
2025-02-12,236.87,408.2257655411,183.3888763774,228.93,336.51
2025-02-13,241.53,409.7227796431,185.9158294695,230.37,355.94
2025-02-14,244.6,407.6169798062,185.0069253929,228.68,355.84
2025-02-18,244.47,408.8245711819,183.5486836876,226.65,354.11
2025-02-19,244.87,413.944359411,185.0468772204,226.63,360.56
2025-02-20,245.83,416.13,184.3377322816,222.88,354.4
2025-02-21,245.55,408.21,179.4436334076,216.58,337.8
2025-02-24,247.1,404.0,179.0341271753,212.71,330.53
2025-02-25,247.04,397.9,175.2087396881,212.8,302.8
2025-02-26,240.36,399.73,172.5219792858,214.35,290.8
2025-02-27,237.3,392.53,168.2970735232,208.74,281.95
2025-02-28,241.84,396.99,170.0749298489,212.28,292.98
2025-03-03,238.03,388.49,166.8088679473,205.02,284.65
2025-03-04,235.93,388.61,170.7141590895,203.8,272.04
2025-03-05,235.74,401.02,172.8116300355,208.36,279.1
2025-03-06,235.33,396.89,172.1424369242,200.7,263.45
2025-03-07,239.07,393.31,173.6506184139,199.25,262.67
2025-03-10,227.48,380.16,165.87,194.54,222.15
2025-03-11,220.84,380.45,164.04,196.59,230.58
2025-03-12,216.98,383.27,167.11,198.89,248.09
2025-03-13,209.68,378.77,162.76,193.89,240.68
2025-03-14,213.49,388.56,165.49,197.95,249.98
2025-03-17,214.0,388.7,164.29,195.74,238.01
2025-03-18,212.69,383.52,160.67,192.82,225.31
2025-03-19,215.24,387.82,163.89,195.54,235.86
2025-03-20,214.1,386.84,162.8,194.95,236.26
2025-03-21,218.27,391.26,163.99,196.21,248.71
2025-03-24,220.73,393.08,167.68,203.26,278.39
2025-03-25,223.75,395.16,170.56,205.71,288.14
2025-03-26,221.53,389.97,165.06,201.13,272.06
2025-03-27,223.85,390.58,162.24,201.36,273.13
2025-03-28,217.9,378.8,154.33,192.72,263.55
2025-03-31,222.13,375.39,154.64,190.26,259.16
2025-04-01,223.19,382.19,157.07,192.17,268.46
2025-04-02,223.89,382.14,157.04,196.01,282.76
2025-04-03,203.19,373.11,150.72,178.41,267.28
2025-04-04,188.38,359.84,145.6,171.0,239.43
2025-04-07,181.46,357.86,146.75,175.26,233.29
2025-04-08,172.42,354.56,144.7,170.66,221.86
2025-04-09,198.85,390.49,158.71,191.1,272.2
2025-04-10,190.42,381.35,152.82,181.22,252.4
2025-04-11,198.15,388.45,157.14,184.87,252.31
2025-04-14,202.52,387.81,159.07,182.12,252.35
2025-04-15,202.14,385.73,156.31,179.59,254.11
2025-04-16,194.27,371.61,153.33,174.33,241.55
2025-04-17,196.98,367.78,151.16,172.61,241.37
2025-04-21,193.16,359.12,147.67,167.32,227.5
2025-04-22,199.74,366.82,151.47,173.18,237.97
2025-04-23,204.6,374.39,155.35,180.6,250.74
2025-04-24,208.37,387.3,159.28,186.54,259.51
2025-04-25,209.28,391.85,161.96,188.99,284.95
2025-04-28,210.14,391.16,160.61,187.7,285.88
2025-04-29,211.21,394.04,160.16,187.39,292.03
2025-04-30,212.5,395.26,158.8,184.42,282.16
